"","ZONING_ID","old_id","use","use_final","use1","use2","use3","density_num","density_unit","note"
"3835","TVAP_CMX_S","area_plan_87","Allowed","Fuels treatment / management","resource management","Vegetation Protection","Fuels treatment / management",NA,NA,NA
"3836","TVAP_CMX_S","area_plan_87","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"3837","TVAP_CMX_S","area_plan_87","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"3838","TVAP_CMX_S","area_plan_87","Allowed","Open Space","resource management","Open Space","Open Space",NA,NA,NA
"3839","TVAP_CMX_S","area_plan_87","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"3840","TVAP_CMX_S","area_plan_87","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"3841","TVAP_CMX_S","area_plan_87","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"3842","TVAP_TC_C","area_plan_89","Allowed","Employee housing","residential","Residential","Employee housing",25,"units per acre per parcel",NA
"3843","TVAP_TC_C","area_plan_89","Allowed","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"3844","TVAP_TC_C","area_plan_89","Allowed","Multiple family dwelling","residential","Residential","Multiple family dwelling",25,"units per acre per parcel",NA
"3845","TVAP_TC_C","area_plan_89","Allowed","Hotel, motel, and other transient dwelling units","tourist accommodation","Tourist Accommodation","Hotel, motel, and other transient dwelling units",NA,NA,NA
"3846","TVAP_TC_C","area_plan_89","Allowed","Time sharing (hotel/motel design)","tourist accommodation","Tourist Accommodation","Time sharing (hotel/motel design)",NA,NA,NA
"3847","TVAP_TC_C","area_plan_89","Allowed","Time sharing (residential design)","tourist accommodation","Tourist Accommodation","Time sharing (residential design)",NA,NA,NA
"3848","TVAP_TC_C","area_plan_89","Allowed","General merchandise stores","commercial","Retail","General merchandise stores",NA,NA,NA
"3849","TVAP_TC_C","area_plan_89","Special Use","Building materials and hardware","commercial","Retail","Building materials and hardware",NA,NA,NA
"3850","TVAP_TC_C","area_plan_89","Special Use","Outdoor retail sales","commercial","Retail","Outdoor retail sales",NA,NA,NA
"3851","TVAP_TC_C","area_plan_89","Allowed","Eating and drinking places","commercial","Retail","Eating and drinking places",NA,NA,NA
"3852","TVAP_TC_C","area_plan_89","Special Use","Service stations","commercial","Retail","Service stations",NA,NA,NA
"3853","TVAP_TC_C","area_plan_89","Allowed","Amusements and recreation services","commercial","Entertainment","Amusements and recreation services",NA,NA,NA
"3854","TVAP_TC_C","area_plan_89","Special Use","Outdoor amusements","commercial","Entertainment","Outdoor amusements",NA,NA,NA
"3855","TVAP_TC_C","area_plan_89","Allowed","Privately owned assembly and entertainment","commercial","Entertainment","Privately owned assembly and entertainment",NA,NA,NA
"3856","TVAP_TC_C","area_plan_89","Allowed","Personal services","commercial","Services","Personal services",NA,NA,NA
"3857","TVAP_TC_C","area_plan_89","Allowed","Professional offices","commercial","Services","Professional offices",NA,NA,NA
"3858","TVAP_TC_C","area_plan_89","Special Use","Repair services","commercial","Services","Repair services",NA,NA,NA
"3859","TVAP_TC_C","area_plan_89","Allowed","Business support services","commercial","Services","Business support services",NA,NA,NA
"3860","TVAP_TC_C","area_plan_89","Special Use","Schools - business and vocational","commercial","Services","Schools - business and vocational",NA,NA,NA
"3861","TVAP_TC_C","area_plan_89","Special Use","Secondary storage","commercial","Services","Secondary storage",NA,NA,NA
"3862","TVAP_TC_C","area_plan_89","Allowed","Health care services","commercial","Services","Health care services",NA,NA,NA
"3863","TVAP_TC_C","area_plan_89","Special Use","Small scale manufacturing","commercial","Light Industrial","Small scale manufacturing",NA,NA,NA
"3864","TVAP_TC_C","area_plan_89","Special Use","Vehicle storage and parking","commercial","Wholesale/Storage","Vehicle storage and parking",NA,NA,NA
"3865","TVAP_TC_C","area_plan_89","Allowed","Churches (Religious Assembly)","public services","General","Churches (Religious Assembly)",NA,NA,NA
"3866","TVAP_TC_C","area_plan_89","Allowed","Publicly owned assembly and entertainment","public services","General","Publicly owned assembly and entertainment",NA,NA,NA
"3867","TVAP_TC_C","area_plan_89","Allowed","Cultural facilities","public services","General","Cultural facilities",NA,NA,NA
"3868","TVAP_TC_C","area_plan_89","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"3869","TVAP_TC_C","area_plan_89","Allowed","Day care centers / pre-schools","public services","General","Day care centers / pre-schools",NA,NA,NA
"3870","TVAP_TC_C","area_plan_89","Allowed","Government offices","public services","General","Government offices",NA,NA,NA
"3871","TVAP_TC_C","area_plan_89","Allowed","Local assembly and entertainment","public services","General","Local assembly and entertainment",NA,NA,NA
"3872","TVAP_TC_C","area_plan_89","Allowed","Local post office","public services","General","Local post office",NA,NA,NA
"3873","TVAP_TC_C","area_plan_89","Allowed","Threshold-related research facilities","public services","General","Threshold-related research facilities",NA,NA,NA
"3874","TVAP_TC_C","area_plan_89","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"3875","TVAP_TC_C","area_plan_89","Allowed","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"3876","TVAP_TC_C","area_plan_89","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"3877","TVAP_TC_C","area_plan_89","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"3878","TVAP_TC_C","area_plan_89","Allowed","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"3879","TVAP_TC_C","area_plan_89","Special Use","Participant sports facilities","recreation","Recreation","Participant sports facilities",NA,NA,NA
"3880","TVAP_TC_C","area_plan_89","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"3881","TVAP_TC_C","area_plan_89","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"3882","TVAP_TC_C","area_plan_89","Special Use","Visitor information centers","recreation","Recreation","Visitor information centers",NA,NA,NA
"3883","TVAP_TC_C","area_plan_89","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"3884","TVAP_TC_C","area_plan_89","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"3885","TVAP_TC_C","area_plan_89","Allowed","Regeneration harvest","resource management","Timber Management","Regeneration harvest",NA,NA,NA
"3886","TVAP_TC_C","area_plan_89","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"3887","TVAP_TC_C","area_plan_89","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"3888","TVAP_TC_C","area_plan_89","Allowed","Timber stand improvement","resource management","Timber Management","Timber stand improvement",NA,NA,NA
"3889","TVAP_TC_C","area_plan_89","Allowed","Selection cut","resource management","Timber Management","Selection cut",NA,NA,NA
"3890","TVAP_TC_C","area_plan_89","Allowed","Tree farms","resource management","Timber Management","Tree farms",NA,NA,NA
"3891","TVAP_TC_C","area_plan_89","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"3892","TVAP_TC_C","area_plan_89","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"3893","TVAP_TC_C","area_plan_89","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"3894","TVAP_TC_C","area_plan_89","Allowed","Structural wildlife management","resource management","Wildlife And Fishes","Structural wildlife management",NA,NA,NA
"3895","TVAP_TC_C","area_plan_89","Allowed","Nonstructural wildlife management","resource management","Wildlife And Fishes","Nonstructural wildlife management",NA,NA,NA
"3896","TVAP_TC_C","area_plan_89","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"3897","TVAP_TC_C","area_plan_89","Allowed","Prescribed fire / burning management","resource management","Vegetation Protection","Prescribed fire / burning management",NA,NA,NA
"3898","TVAP_TC_C","area_plan_89","Allowed","Fuels treatment / management","resource management","Vegetation Protection","Fuels treatment / management",NA,NA,NA
"3899","TVAP_TC_C","area_plan_89","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"3900","TVAP_TC_C","area_plan_89","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"3901","TVAP_TC_C","area_plan_89","Allowed","Open Space","resource management","Open Space","Open Space",NA,NA,NA
"3902","TVAP_TC_C","area_plan_89","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"3903","TVAP_TC_C","area_plan_89","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"3904","TVAP_TC_C","area_plan_89","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"3905","TVAP_TC_G","area_plan_90","Special Use","Mobile home dwelling","residential","Residential","Mobile home dwelling",8,"units per acre per parcel",NA
"3906","TVAP_TC_G","area_plan_90","Allowed","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"3907","TVAP_TC_G","area_plan_90","Allowed","Multiple family dwelling","residential","Residential","Multiple family dwelling",25,"units per acre per parcel",NA
"3908","TVAP_TC_G","area_plan_90","Allowed","Bed and breakfast facilities","tourist accommodation","Tourist Accommodation","Bed and breakfast facilities",NA,NA,NA
"3909","TVAP_TC_G","area_plan_90","Allowed","Hotel, motel, and other transient dwelling units","tourist accommodation","Tourist Accommodation","Hotel, motel, and other transient dwelling units",NA,NA,NA
"3910","TVAP_TC_G","area_plan_90","Allowed","Time sharing (hotel/motel design)","tourist accommodation","Tourist Accommodation","Time sharing (hotel/motel design)",NA,NA,NA
"3911","TVAP_TC_G","area_plan_90","Allowed","Time sharing (residential design)","tourist accommodation","Tourist Accommodation","Time sharing (residential design)",NA,NA,NA
"3912","TVAP_TC_G","area_plan_90","Allowed","General merchandise stores","commercial","Retail","General merchandise stores",NA,NA,NA
"3913","TVAP_TC_G","area_plan_90","Special Use","Building materials and hardware","commercial","Retail","Building materials and hardware",NA,NA,NA
"3914","TVAP_TC_G","area_plan_90","Special Use","Nursery","commercial","Retail","Nursery",NA,NA,NA
"3915","TVAP_TC_G","area_plan_90","Special Use","Outdoor retail sales","commercial","Retail","Outdoor retail sales",NA,NA,NA
"3916","TVAP_TC_G","area_plan_90","Allowed","Eating and drinking places","commercial","Retail","Eating and drinking places",NA,NA,NA
"3917","TVAP_TC_G","area_plan_90","Special Use","Service stations","commercial","Retail","Service stations",NA,NA,NA
"3918","TVAP_TC_G","area_plan_90","Allowed","Amusements and recreation services","commercial","Entertainment","Amusements and recreation services",NA,NA,NA
"3919","TVAP_TC_G","area_plan_90","Special Use","Outdoor amusements","commercial","Entertainment","Outdoor amusements",NA,NA,NA
"3920","TVAP_TC_G","area_plan_90","Special Use","Privately owned assembly and entertainment","commercial","Entertainment","Privately owned assembly and entertainment",NA,NA,NA
"3921","TVAP_TC_G","area_plan_90","Special Use","Animal husbandry services","commercial","Services","Animal husbandry services",NA,NA,NA
"3922","TVAP_TC_G","area_plan_90","Allowed","Personal services","commercial","Services","Personal services",NA,NA,NA
"3923","TVAP_TC_G","area_plan_90","Allowed","Professional offices","commercial","Services","Professional offices",NA,NA,NA
"3924","TVAP_TC_G","area_plan_90","Allowed","Repair services","commercial","Services","Repair services",NA,NA,NA
"3925","TVAP_TC_G","area_plan_90","Special Use","Schools - business and vocational","commercial","Services","Schools - business and vocational",NA,NA,NA
"3926","TVAP_TC_G","area_plan_90","Special Use","Secondary storage","commercial","Services","Secondary storage",NA,NA,NA
"3927","TVAP_TC_G","area_plan_90","Allowed","Health care services","commercial","Services","Health care services",NA,NA,NA
"3928","TVAP_TC_G","area_plan_90","Special Use","Small scale manufacturing","commercial","Light Industrial","Small scale manufacturing",NA,NA,NA
"3929","TVAP_TC_G","area_plan_90","Special Use","Warehousing","commercial","Wholesale/Storage","Warehousing",NA,NA,NA
"3930","TVAP_TC_G","area_plan_90","Special Use","Vehicle storage and parking","commercial","Wholesale/Storage","Vehicle storage and parking",NA,NA,NA
"3931","TVAP_TC_G","area_plan_90","Allowed","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"3932","TVAP_TC_G","area_plan_90","Allowed","Membership organizations","public services","General","Membership organizations",NA,NA,NA
"3933","TVAP_TC_G","area_plan_90","Allowed","Churches (Religious Assembly)","public services","General","Churches (Religious Assembly)",NA,NA,NA
"3934","TVAP_TC_G","area_plan_90","Allowed","Publicly owned assembly and entertainment","public services","General","Publicly owned assembly and entertainment",NA,NA,NA
"3935","TVAP_TC_G","area_plan_90","Allowed","Cultural facilities","public services","General","Cultural facilities",NA,NA,NA
"3936","TVAP_TC_G","area_plan_90","Allowed","Day care centers / pre-schools","public services","General","Day care centers / pre-schools",NA,NA,NA
"3937","TVAP_TC_G","area_plan_90","Allowed","Government offices","public services","General","Government offices",NA,NA,NA
"3938","TVAP_TC_G","area_plan_90","Allowed","Local assembly and entertainment","public services","General","Local assembly and entertainment",NA,NA,NA
"3939","TVAP_TC_G","area_plan_90","Allowed","Social service organizations","public services","General","Social service organizations",NA,NA,NA
"3940","TVAP_TC_G","area_plan_90","Allowed","Threshold-related research facilities","public services","General","Threshold-related research facilities",NA,NA,NA
"3941","TVAP_TC_G","area_plan_90","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"3942","TVAP_TC_G","area_plan_90","Allowed","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"3943","TVAP_TC_G","area_plan_90","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"3944","TVAP_TC_G","area_plan_90","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"3945","TVAP_TC_G","area_plan_90","Allowed","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"3946","TVAP_TC_G","area_plan_90","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"3947","TVAP_TC_G","area_plan_90","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"3948","TVAP_TC_G","area_plan_90","Special Use","Visitor information centers","recreation","Recreation","Visitor information centers",NA,NA,NA
"3949","TVAP_TC_G","area_plan_90","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"3950","TVAP_TC_G","area_plan_90","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"3951","TVAP_TC_G","area_plan_90","Allowed","Regeneration harvest","resource management","Timber Management","Regeneration harvest",NA,NA,NA
"3952","TVAP_TC_G","area_plan_90","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"3953","TVAP_TC_G","area_plan_90","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"3954","TVAP_TC_G","area_plan_90","Allowed","Timber stand improvement","resource management","Timber Management","Timber stand improvement",NA,NA,NA
"3955","TVAP_TC_G","area_plan_90","Allowed","Selection cut","resource management","Timber Management","Selection cut",NA,NA,NA
"3956","TVAP_TC_G","area_plan_90","Allowed","Tree farms","resource management","Timber Management","Tree farms",NA,NA,NA
"3957","TVAP_TC_G","area_plan_90","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"3958","TVAP_TC_G","area_plan_90","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"3959","TVAP_TC_G","area_plan_90","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"3960","TVAP_TC_G","area_plan_90","Allowed","Structural wildlife management","resource management","Wildlife And Fishes","Structural wildlife management",NA,NA,NA
"3961","TVAP_TC_G","area_plan_90","Allowed","Nonstructural wildlife management","resource management","Wildlife And Fishes","Nonstructural wildlife management",NA,NA,NA
"3962","TVAP_TC_G","area_plan_90","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"3963","TVAP_TC_G","area_plan_90","Allowed","Prescribed fire / burning management","resource management","Vegetation Protection","Prescribed fire / burning management",NA,NA,NA
"3964","TVAP_TC_G","area_plan_90","Allowed","Fuels treatment / management","resource management","Vegetation Protection","Fuels treatment / management",NA,NA,NA
"3965","TVAP_TC_G","area_plan_90","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"3966","TVAP_TC_G","area_plan_90","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"3967","TVAP_TC_G","area_plan_90","Allowed","Open Space","resource management","Open Space","Open Space",NA,NA,NA
"3968","TVAP_TC_G","area_plan_90","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"3969","TVAP_TC_G","area_plan_90","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"3970","TVAP_TC_G","area_plan_90","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"3971","TVAP_TC_HC","area_plan_91","Allowed","Employee housing","residential","Residential","Employee housing",25,"units per acre per parcel","no density listed for mobile homes but they are allowed- talk to alyssa"
"3972","TVAP_TC_HC","area_plan_91","Allowed","Residential care","residential","Residential","Residential care",25,"persons per acre per parcel","no density listed for mobile homes but they are allowed- talk to alyssa"
"3973","TVAP_TC_HC","area_plan_91","Special Use","Mobile home dwelling","residential","Residential","Mobile home dwelling",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3974","TVAP_TC_HC","area_plan_91","Special Use","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel","no density listed for mobile homes but they are allowed- talk to alyssa"
"3975","TVAP_TC_HC","area_plan_91","Allowed","Multiple family dwelling","residential","Residential","Multiple family dwelling",25,"units per acre per parcel","no density listed for mobile homes but they are allowed- talk to alyssa"
"3976","TVAP_TC_HC","area_plan_91","Allowed","Multi-person dwelling","residential","Residential","Multi-person dwelling",25,"persons per acre per parcel","no density listed for mobile homes but they are allowed- talk to alyssa"
"3977","TVAP_TC_HC","area_plan_91","Special Use","Hotel, motel, and other transient dwelling units","tourist accommodation","Tourist Accommodation","Hotel, motel, and other transient dwelling units",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3978","TVAP_TC_HC","area_plan_91","Special Use","Schools - business and vocational","commercial","Services","Schools - business and vocational",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3979","TVAP_TC_HC","area_plan_91","Special Use","Secondary storage","commercial","Services","Secondary storage",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3980","TVAP_TC_HC","area_plan_91","Allowed","Health care services","commercial","Services","Health care services",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3981","TVAP_TC_HC","area_plan_91","Special Use","Vehicle storage and parking","commercial","Wholesale/Storage","Vehicle storage and parking",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3982","TVAP_TC_HC","area_plan_91","Special Use","Airfields, landing strips, and heliports (new non-emergency sites prohibited)","public services","General","Airfields, landing strips, and heliports (new non-emergency sites prohibited)",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3983","TVAP_TC_HC","area_plan_91","Allowed","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3984","TVAP_TC_HC","area_plan_91","Allowed","Churches (Religious Assembly)","public services","General","Churches (Religious Assembly)",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3985","TVAP_TC_HC","area_plan_91","Special Use","Cultural facilities","public services","General","Cultural facilities",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3986","TVAP_TC_HC","area_plan_91","Allowed","Day care centers / pre-schools","public services","General","Day care centers / pre-schools",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3987","TVAP_TC_HC","area_plan_91","Special Use","Government offices","public services","General","Government offices",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3988","TVAP_TC_HC","area_plan_91","Allowed","Hospitals","public services","General","Hospitals",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3989","TVAP_TC_HC","area_plan_91","Allowed","Social service organizations","public services","General","Social service organizations",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3990","TVAP_TC_HC","area_plan_91","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3991","TVAP_TC_HC","area_plan_91","Allowed","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3992","TVAP_TC_HC","area_plan_91","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3993","TVAP_TC_HC","area_plan_91","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3994","TVAP_TC_HC","area_plan_91","Special Use","Day use areas","recreation","Recreation","Day use areas",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3995","TVAP_TC_HC","area_plan_91","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3996","TVAP_TC_HC","area_plan_91","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3997","TVAP_TC_HC","area_plan_91","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3998","TVAP_TC_HC","area_plan_91","Allowed","Regeneration harvest","resource management","Timber Management","Regeneration harvest",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"3999","TVAP_TC_HC","area_plan_91","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4000","TVAP_TC_HC","area_plan_91","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4001","TVAP_TC_HC","area_plan_91","Allowed","Timber stand improvement","resource management","Timber Management","Timber stand improvement",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4002","TVAP_TC_HC","area_plan_91","Allowed","Selection cut","resource management","Timber Management","Selection cut",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4003","TVAP_TC_HC","area_plan_91","Allowed","Tree farms","resource management","Timber Management","Tree farms",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4004","TVAP_TC_HC","area_plan_91","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4005","TVAP_TC_HC","area_plan_91","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4006","TVAP_TC_HC","area_plan_91","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4007","TVAP_TC_HC","area_plan_91","Allowed","Structural wildlife management","resource management","Wildlife And Fishes","Structural wildlife management",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4008","TVAP_TC_HC","area_plan_91","Allowed","Nonstructural wildlife management","resource management","Wildlife And Fishes","Nonstructural wildlife management",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4009","TVAP_TC_HC","area_plan_91","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4010","TVAP_TC_HC","area_plan_91","Allowed","Prescribed fire / burning management","resource management","Vegetation Protection","Prescribed fire / burning management",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4011","TVAP_TC_HC","area_plan_91","Allowed","Fuels treatment / management","resource management","Vegetation Protection","Fuels treatment / management",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4012","TVAP_TC_HC","area_plan_91","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4013","TVAP_TC_HC","area_plan_91","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4014","TVAP_TC_HC","area_plan_91","Allowed","Open Space","resource management","Open Space","Open Space",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4015","TVAP_TC_HC","area_plan_91","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4016","TVAP_TC_HC","area_plan_91","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4017","TVAP_TC_HC","area_plan_91","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,"no density listed for mobile homes but they are allowed- talk to alyssa"
"4018","TVAP_TC_MUC","area_plan_92","Allowed","Employee housing","residential","Residential","Employee housing",25,"units per acre per parcel",NA
"4019","TVAP_TC_MUC","area_plan_92","Allowed","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"4020","TVAP_TC_MUC","area_plan_92","Allowed","Multiple family dwelling","residential","Residential","Multiple family dwelling",25,"units per acre per parcel",NA
"4021","TVAP_TC_MUC","area_plan_92","Allowed","Hotel, motel, and other transient dwelling units","tourist accommodation","Tourist Accommodation","Hotel, motel, and other transient dwelling units",NA,NA,NA
"4022","TVAP_TC_MUC","area_plan_92","Allowed","Time sharing (hotel/motel design)","tourist accommodation","Tourist Accommodation","Time sharing (hotel/motel design)",NA,NA,NA
"4023","TVAP_TC_MUC","area_plan_92","Allowed","Time sharing (residential design)","tourist accommodation","Tourist Accommodation","Time sharing (residential design)",NA,NA,NA
"4024","TVAP_TC_MUC","area_plan_92","Special Use","Auto, mobile home, and  vehicle dealers","commercial","Retail","Auto, mobile home, and  vehicle dealers",NA,NA,NA
"4025","TVAP_TC_MUC","area_plan_92","Allowed","General merchandise stores","commercial","Retail","General merchandise stores",NA,NA,NA
"4026","TVAP_TC_MUC","area_plan_92","Allowed","Building materials and hardware","commercial","Retail","Building materials and hardware",NA,NA,NA
"4027","TVAP_TC_MUC","area_plan_92","Special Use","Nursery","commercial","Retail","Nursery",NA,NA,NA
"4028","TVAP_TC_MUC","area_plan_92","Special Use","Outdoor retail sales","commercial","Retail","Outdoor retail sales",NA,NA,NA
"4029","TVAP_TC_MUC","area_plan_92","Allowed","Eating and drinking places","commercial","Retail","Eating and drinking places",NA,NA,NA
"4030","TVAP_TC_MUC","area_plan_92","Special Use","Service stations","commercial","Retail","Service stations",NA,NA,NA
"4031","TVAP_TC_MUC","area_plan_92","Allowed","Amusements and recreation services","commercial","Entertainment","Amusements and recreation services",NA,NA,NA
"4032","TVAP_TC_MUC","area_plan_92","Special Use","Outdoor amusements","commercial","Entertainment","Outdoor amusements",NA,NA,NA
